datetime,Temp,Humidity,Pressure,WindSpeed,Conditions
2015-01-01 00:00:00,13.0,82.0,1013.5,7.5,Clear.
2015-01-01 01:00:00,13.0,82.0,1013.0,6.5,Clear.
2015-01-01 02:00:00,13.0,82.0,1012.5,3.0,Clear.
2015-01-01 03:00:00,11.5,88.0,1012.0,3.0,Clear.
2015-01-01 04:00:00,11.0,91.0,1011.0,6.5,Clear.
2015-01-01 05:00:00,12.0,88.0,1011.0,9.0,Clear.
2015-01-01 06:00:00,12.0,88.0,1011.0,8.5,Clear.
2015-01-01 07:00:00,13.0,82.5,1012.0,6.5,Sunny.
2015-01-01 08:00:00,16.0,70.5,1013.0,2.0,Sunny.
2015-01-01 09:00:00,19.0,58.0,1014.0,14.0,Sunny.
2015-01-01 10:00:00,19.5,60.0,1014.5,11.0,Sunny.
2015-01-01 11:00:00,20.0,58.0,1015.5,13.0,Brokenclouds.
2015-01-01 12:00:00,20.0,58.0,1016.0,12.0,Partlysunny.
2015-01-01 13:00:00,21.5,53.0,1016.0,9.0,Brokenclouds.
2015-01-01 14:00:00,24.0,43.0,1015.5,8.0,Brokenclouds.
2015-01-01 15:00:00,26.0,33.5,1013.5,9.0,Brokenclouds.
2015-01-01 16:00:00,26.0,32.0,1012.0,9.0,Scatteredshowers.Clear.
2015-01-01 17:00:00,26.5,34.0,1012.0,13.0,Passingclouds.
2015-01-01 18:00:00,24.0,44.0,1013.0,18.0,Sunny.
2015-01-01 19:00:00,23.0,53.0,1013.0,17.0,Sunny.
2015-01-01 20:00:00,20.5,66.5,1014.0,9.5,Sunny.
2015-01-01 21:00:00,18.5,75.5,1015.0,7.0,Clear.
2015-01-01 22:00:00,18.0,75.5,1015.5,7.5,Clear.
2015-01-01 23:00:00,16.5,85.5,1015.5,7.5,Clear.
2015-01-02 00:00:00,15.0,88.0,1015.0,6.0,Clear.
2015-01-02 01:00:00,15.0,88.0,1015.0,7.0,Clear.
2015-01-02 02:00:00,14.0,94.0,1014.0,6.0,Clear.
2015-01-02 03:00:00,14.0,94.0,1014.0,6.0,Clear.
2015-01-02 04:00:00,14.0,94.0,1013.0,7.0,Clear.
2015-01-02 05:00:00,13.5,97.0,1013.0,6.5,Clear.
2015-01-02 06:00:00,14.333333333333334,94.0,1013.6666666666666,6.333333333333333,Fog.
2015-01-02 07:00:00,15.5,91.0,1014.0,9.0,Fog.
2015-01-02 08:00:00,16.0,88.0,1014.0,7.0,Sunny.
2015-01-02 09:00:00,26.0,41.0,1014.0,9.5,Sunny.
2015-01-02 10:00:00,31.0,21.0,1013.0,22.0,Sunny.
2015-01-02 11:00:00,32.5,16.5,1013.0,22.5,Sunny.
2015-01-02 12:00:00,34.5,13.0,1012.5,21.0,Sunny.
2015-01-02 13:00:00,36.5,12.0,1011.5,21.5,Sunny.
2015-01-02 14:00:00,36.5,10.0,1011.0,18.0,Sunny.
2015-01-02 15:00:00,38.0,8.0,1010.0,17.0,Sunny.
2015-01-02 16:00:00,38.0,8.0,1010.0,20.0,Sunny.
2015-01-02 17:00:00,40.0,6.0,1009.0,17.0,Sunny.
2015-01-02 18:00:00,40.0,6.0,1008.0,17.0,Sunny.
2015-01-02 19:00:00,38.0,7.0,1008.0,20.0,Sunny.
2015-01-02 20:00:00,36.0,9.0,1009.0,14.0,Sunny.
2015-01-02 21:00:00,34.0,11.5,1009.0,15.5,Clear.
2015-01-02 22:00:00,32.5,13.0,1009.0,19.0,Clear.
2015-01-02 23:00:00,31.5,13.5,1009.0,18.0,Clear.
2015-01-03 00:00:00,31.0,13.0,1009.0,17.5,Clear.
2015-01-03 01:00:00,31.0,13.0,1009.5,22.0,Clear.
2015-01-03 02:00:00,29.666666666666668,22.333333333333332,1010.0,35.333333333333336,Clear.
2015-01-03 03:00:00,28.5,25.5,1009.5,33.0,Clear.
2015-01-03 04:00:00,28.0,26.0,1009.5,34.0,Clear.
2015-01-03 05:00:00,27.0,28.0,1010.0,33.0,Clear.
2015-01-03 06:00:00,26.5,31.0,1011.5,30.5,Clear.
2015-01-03 07:00:00,26.5,32.0,1012.5,27.5,Sunny.
2015-01-03 08:00:00,28.0,30.0,1013.0,30.0,Sunny.
2015-01-03 09:00:00,30.0,29.0,1012.5,34.0,Clear.
2015-01-03 10:00:00,32.0,26.0,1012.0,33.0,Sunny.
2015-01-03 11:00:00,33.5,23.5,1011.0,33.0,Sunny.
2015-01-03 12:00:00,36.0,20.0,1010.0,35.0,Sunny.
2015-01-03 13:00:00,36.0,19.0,1009.0,34.0,Sunny.
2015-01-03 14:00:00,37.5,18.0,1008.0,33.5,Sunny.
2015-01-03 15:00:00,38.5,16.0,1006.5,32.0,Sunny.
2015-01-03 16:00:00,38.0,15.5,1006.0,31.5,Sunny.
2015-01-03 17:00:00,36.0,18.0,1005.6666666666666,25.333333333333332,Sunny.
2015-01-03 18:00:00,28.0,42.0,1006.0,13.0,Clear.
2015-01-03 19:00:00,25.0,63.0,1008.0,12.5,Sprinkles.Clear.
2015-01-03 20:00:00,24.0,74.0,1009.0,7.0,Sunny.
2015-01-03 21:00:00,23.5,78.5,1009.0,4.0,Clear.
2015-01-03 22:00:00,23.5,78.5,1011.5,6.0,Passingclouds.
2015-01-03 23:00:00,23.5,71.5,1012.0,9.0,Sprinkles.Clear.
2015-01-04 00:00:00,20.5,91.0,1012.0,9.0,Rainshowers.Passingclouds.
2015-01-04 01:00:00,20.0,100.0,1011.0,8.0,Sprinkles.Clear.
2015-01-04 02:00:00,23.5,63.0,1008.0,21.5,Sprinkles.Clear.
2015-01-04 03:00:00,24.5,57.5,1009.0,13.0,Clear.
2015-01-04 04:00:00,20.5,80.5,1011.5,14.0,Passingclouds.
2015-01-04 05:00:00,18.5,88.0,1013.0,9.5,Lightrain.Passingclouds.
2015-01-04 06:00:00,17.5,91.0,1014.5,11.5,Passingclouds.
2015-01-04 07:00:00,17.0,83.0,1016.5,12.0,Brokenclouds.
2015-01-04 08:00:00,16.0,88.5,1017.5,15.0,Partlysunny.
2015-01-04 09:00:00,16.5,78.0,1018.0,12.5,Morecloudsthansun.
2015-01-04 10:00:00,16.0,72.0,1019.0,15.0,Mostlycloudy.
2015-01-04 11:00:00,17.0,73.0,1019.0,12.5,Mostlycloudy.
2015-01-04 12:00:00,18.0,68.0,1018.0,13.0,Mostlycloudy.
2015-01-04 13:00:00,20.5,55.0,1018.0,11.5,Partlysunny.
2015-01-04 14:00:00,22.0,48.5,1018.0,12.5,Passingclouds.
2015-01-04 15:00:00,23.0,44.0,1017.0,14.0,Passingclouds.
2015-01-04 16:00:00,22.0,47.0,1017.0,18.0,Passingclouds.
2015-01-04 17:00:00,21.5,42.0,1017.0,16.5,Passingclouds.
2015-01-04 18:00:00,21.0,40.0,1017.0,18.0,Sunny.
2015-01-04 19:00:00,19.5,52.5,1018.0,17.0,Sunny.
2015-01-04 20:00:00,18.0,49.0,1018.5,14.5,Sunny.
2015-01-04 21:00:00,16.5,59.5,1019.0,12.5,Clear.
2015-01-04 22:00:00,15.5,65.5,1020.0,9.5,Clear.
2015-01-04 23:00:00,14.5,70.0,1020.0,8.5,Clear.
2015-01-05 00:00:00,14.0,72.0,1020.0,7.5,Clear.
2015-01-05 01:00:00,12.0,82.0,1020.0,6.5,Passingclouds.
2015-01-05 02:00:00,11.5,88.0,1019.5,7.0,Passingclouds.
2015-01-05 03:00:00,11.5,91.0,1019.0,7.0,Passingclouds.
2015-01-05 04:00:00,12.5,91.0,1019.0,7.5,Passingclouds.
2015-01-05 05:00:00,13.5,85.0,1019.5,7.5,Passingclouds.
2015-01-05 06:00:00,14.0,82.0,1020.0,7.0,Partlycloudy.
2015-01-05 07:00:00,14.5,79.5,1020.0,6.0,Overcast.
2015-01-05 08:00:00,15.5,74.5,1020.0,7.5,Overcast.
2015-01-05 09:00:00,17.0,68.0,1020.0,9.0,Partlysunny.
2015-01-05 10:00:00,18.5,60.0,1021.0,6.5,Partlysunny.
2015-01-05 11:00:00,20.5,51.5,1020.0,8.0,Partlysunny.
2015-01-05 12:00:00,21.0,51.5,1020.0,11.5,Partlysunny.
2015-01-05 13:00:00,22.0,53.0,1020.0,8.0,Partlysunny.
2015-01-05 14:00:00,22.0,53.0,1019.5,10.0,Partlysunny.
2015-01-05 15:00:00,23.0,50.0,1019.0,10.0,Partlysunny.
2015-01-05 16:00:00,23.0,53.0,1019.0,12.0,Partlysunny.
2015-01-05 17:00:00,22.0,55.0,1019.0,15.0,Sunny.
2015-01-05 18:00:00,22.0,55.0,1019.0,16.0,Sunny.
2015-01-05 19:00:00,19.5,62.0,1019.5,15.0,Sunny.
2015-01-05 20:00:00,17.5,70.5,1020.0,14.0,Sunny.
2015-01-05 21:00:00,16.5,75.0,1020.5,10.5,Clear.
2015-01-05 22:00:00,15.0,79.5,1021.0,8.0,Clear.
2015-01-05 23:00:00,14.5,79.5,1020.5,7.5,Clear.
2015-01-06 00:00:00,15.0,77.0,1020.0,9.0,Passingclouds.
2015-01-06 01:00:00,16.0,74.5,1020.0,11.0,Passingclouds.
2015-01-06 02:00:00,16.0,77.0,1019.0,11.5,Passingclouds.
2015-01-06 03:00:00,15.5,79.5,1019.0,13.0,Partlycloudy.
2015-01-06 04:00:00,16.0,83.0,1019.0,8.5,Passingclouds.
2015-01-06 05:00:00,16.0,83.0,1019.0,8.0,Passingclouds.
2015-01-06 06:00:00,16.5,85.5,1019.0,7.5,Passingclouds.
2015-01-06 07:00:00,17.5,80.5,1020.0,6.5,Partlysunny.
2015-01-06 08:00:00,18.5,75.5,1020.0,5.5,Partlysunny.
2015-01-06 09:00:00,19.0,73.0,1020.0,5.0,Passingclouds.
2015-01-06 10:00:00,22.5,57.0,1020.0,5.5,Passingclouds.
2015-01-06 11:00:00,24.5,47.0,1020.0,6.0,Scatteredclouds.
2015-01-06 12:00:00,26.5,40.5,1019.5,7.0,Passingclouds.
2015-01-06 13:00:00,28.0,41.0,1019.0,9.0,Passingclouds.
2015-01-06 14:00:00,28.5,41.0,1018.5,6.0,Passingclouds.
2015-01-06 15:00:00,28.0,39.5,1018.0,13.5,Scatteredclouds.
2015-01-06 16:00:00,27.5,35.5,1018.0,14.0,Sunny.
2015-01-06 17:00:00,26.5,42.0,1017.0,15.0,Sunny.
2015-01-06 18:00:00,27.0,45.0,1017.0,15.0,Sunny.
2015-01-06 19:00:00,24.5,59.0,1017.5,13.5,Sunny.
2015-01-06 20:00:00,23.0,65.0,1018.0,13.5,Sunny.
2015-01-06 21:00:00,21.0,73.0,1018.0,9.0,Passingclouds.
2015-01-06 22:00:00,20.0,83.0,1018.0,9.0,Passingclouds.
2015-01-06 23:00:00,19.0,88.0,1018.0,9.5,Clear.
2015-01-07 00:00:00,18.0,94.0,1017.0,9.5,Passingclouds.
2015-01-07 01:00:00,18.5,91.0,1017.0,7.5,Lowclouds.
2015-01-07 02:00:00,19.0,88.0,1016.0,7.0,Lowclouds.
2015-01-07 03:00:00,18.0,94.0,1015.5,7.0,Passingclouds.
2015-01-07 04:00:00,17.0,97.0,1016.0,3.5,Passingclouds.
2015-01-07 05:00:00,17.0,94.0,1015.5,0.0,Passingclouds.
2015-01-07 06:00:00,17.0,94.0,1016.0,2.5,Fog.
2015-01-07 07:00:00,18.5,91.0,1016.0,5.5,Passingclouds.
2015-01-07 08:00:00,23.0,69.0,1015.5,6.5,Sunny.
2015-01-07 09:00:00,29.5,41.5,1015.0,22.5,Sunny.
2015-01-07 10:00:00,32.0,33.5,1014.0,21.5,Sunny.
2015-01-07 11:00:00,35.0,26.5,1013.5,20.0,Sunny.
2015-01-07 12:00:00,37.0,21.5,1013.0,17.5,Passingclouds.
2015-01-07 13:00:00,38.5,18.0,1011.5,16.5,Sunny.
2015-01-07 14:00:00,38.5,17.5,1011.0,15.5,Scatteredshowers.Scatteredclouds.
2015-01-07 15:00:00,37.333333333333336,21.333333333333332,1010.0,13.333333333333334,Scatteredclouds.
2015-01-07 16:00:00,35.5,27.0,1009.5,17.5,Clear.
2015-01-07 17:00:00,37.0,22.0,1008.5,17.0,Sunny.
2015-01-07 18:00:00,31.5,42.5,1008.5,24.5,Brokenclouds.
2015-01-07 19:00:00,28.5,50.0,1009.0,16.5,Thunderstorms.Brokenclouds.
2015-01-07 20:00:00,29.5,41.5,1009.5,17.0,Partlysunny.
2015-01-07 21:00:00,27.0,52.5,1011.0,10.0,Partlycloudy.
2015-01-07 22:00:00,26.0,58.0,1011.0,1.0,Partlycloudy.
2015-01-07 23:00:00,25.0,65.0,1012.0,8.0,Thundershowers.Passingclouds.
2015-01-08 00:00:00,26.0,61.0,1012.5,8.5,Thundershowers.Partlycloudy.
2015-01-08 01:00:00,23.5,76.0,1012.0,8.5,Thunderstorms.Partlycloudy.
2015-01-08 02:00:00,22.5,86.0,1011.0,10.5,Thundershowers.Passingclouds.
2015-01-08 03:00:00,23.0,78.0,1010.0,9.0,Clear.
2015-01-08 04:00:00,22.5,80.5,1009.5,4.5,Clear.
2015-01-08 05:00:00,22.0,83.0,1009.0,5.5,Clear.
2015-01-08 06:00:00,21.0,88.0,1008.0,7.0,Clear.
2015-01-08 07:00:00,24.5,61.0,1008.0,13.5,Sunny.
2015-01-08 08:00:00,26.5,49.5,1007.5,18.5,Sunny.
2015-01-08 09:00:00,26.0,56.5,1010.0,11.0,Passingclouds.
2015-01-08 10:00:00,25.5,63.0,1009.5,8.5,Sunny.
2015-01-08 11:00:00,27.0,54.0,1009.0,9.0,Sunny.
2015-01-08 12:00:00,27.0,54.0,1008.0,8.0,Sunny.
2015-01-08 13:00:00,28.5,48.0,1008.0,4.5,Sunny.
2015-01-08 14:00:00,28.5,45.0,1008.0,17.0,Sunny.
2015-01-08 15:00:00,27.0,51.5,1008.0,17.5,Lightrain.Brokenclouds.
2015-01-08 16:00:00,24.5,71.5,1009.0,17.0,Brokenclouds.
2015-01-08 17:00:00,24.0,74.0,1008.0,6.5,Sprinkles.Brokenclouds.
2015-01-08 18:00:00,24.0,67.5,1007.0,7.5,Sprinkles.Brokenclouds.
2015-01-08 19:00:00,24.0,61.0,1007.0,3.0,Scatteredshowers.Brokenclouds.
2015-01-08 20:00:00,23.5,65.0,1008.0,2.5,Partlysunny.
2015-01-08 21:00:00,23.0,65.0,1008.0,9.0,Partlycloudy.
2015-01-08 22:00:00,22.0,71.0,1008.0,4.0,Partlycloudy.
2015-01-08 23:00:00,21.5,76.0,1008.0,6.5,Partlycloudy.
2015-01-09 00:00:00,21.0,83.0,1009.0,7.0,Partlycloudy.
2015-01-09 01:00:00,19.0,94.0,1008.0,8.5,Sprinkles.Passingclouds.
2015-01-09 02:00:00,19.0,91.0,1008.0,8.0,Passingclouds.
2015-01-09 03:00:00,18.0,91.0,1008.0,9.5,Passingclouds.
2015-01-09 04:00:00,17.0,91.0,1008.0,11.0,Drizzle.Lowclouds.
2015-01-09 05:00:00,17.0,91.0,1008.0,9.5,Lowclouds.
2015-01-09 06:00:00,17.0,94.0,1009.0,7.5,Drizzle.Lowclouds.
2015-01-09 07:00:00,16.5,97.0,1010.0,6.5,Drizzle.Brokenclouds.
2015-01-09 08:00:00,17.0,100.0,1010.0,6.0,Drizzle.Fog.
2015-01-09 09:00:00,16.5,97.0,1010.5,10.0,Lightrain.Fog.
2015-01-09 10:00:00,16.0,100.0,1010.0,12.0,Drizzle.Fog.
2015-01-09 11:00:00,16.0,94.0,1011.0,12.5,Drizzle.Fog.
2015-01-09 12:00:00,16.0,94.0,1011.0,10.0,Drizzle.Partlysunny.
2015-01-09 13:00:00,16.0,91.0,1011.0,11.0,Drizzle.Partlysunny.
2015-01-09 14:00:00,16.0,88.0,1010.5,12.0,Overcast.
2015-01-09 15:00:00,16.0,85.5,1010.5,11.0,Drizzle.Overcast.
2015-01-09 16:00:00,16.0,83.0,1010.5,12.0,Overcast.
2015-01-09 17:00:00,16.0,88.0,1010.0,10.0,Lightrain.Overcast.
2015-01-09 18:00:00,15.5,88.5,1010.0,8.5,Lightrain.Overcast.
2015-01-09 19:00:00,14.5,91.0,1011.0,14.5,Lightrain.Morecloudsthansun.
2015-01-09 20:00:00,14.0,88.0,1012.0,13.0,Drizzle.Overcast.
2015-01-09 21:00:00,14.0,88.0,1012.0,8.5,Partlycloudy.
2015-01-09 22:00:00,13.5,91.0,1012.0,8.5,Scatteredshowers.Passingclouds.
2015-01-09 23:00:00,13.0,94.0,1012.0,8.0,Lightrain.Partlycloudy.
2015-01-10 00:00:00,13.0,97.0,1012.0,4.5,Rainshowers.Partlycloudy.
2015-01-10 01:00:00,13.0,100.0,1012.0,5.0,Sprinkles.Partlycloudy.
2015-01-10 02:00:00,13.0,94.0,1012.0,5.5,Sprinkles.Partlycloudy.
2015-01-10 03:00:00,13.0,94.0,1012.0,6.5,Sprinkles.Passingclouds.
2015-01-10 04:00:00,13.0,94.0,1012.0,7.5,Sprinkles.Passingclouds.
2015-01-10 05:00:00,13.0,94.0,1012.0,4.0,Sprinkles.Passingclouds.
2015-01-10 06:00:00,13.0,97.0,1012.5,6.0,Lightrain.Passingclouds.
2015-01-10 07:00:00,14.0,88.0,1013.0,4.0,Lightrain.Overcast.
2015-01-10 08:00:00,14.0,94.0,1014.0,3.0,Lightrain.Mostlycloudy.
2015-01-10 09:00:00,14.5,91.0,1014.0,5.5,Lightrain.Morecloudsthansun.
2015-01-10 10:00:00,15.0,88.0,1014.0,5.5,Morecloudsthansun.
2015-01-10 11:00:00,16.0,80.0,1014.0,6.0,Overcast.
2015-01-10 12:00:00,16.5,77.0,1014.0,6.0,Morecloudsthansun.
2015-01-10 13:00:00,17.0,75.0,1014.0,6.5,Clear.
2015-01-10 14:00:00,17.5,70.5,1013.0,9.0,Partlysunny.
2015-01-10 15:00:00,18.0,68.0,1014.0,9.5,Partlysunny.
2015-01-10 16:00:00,18.5,66.0,1013.0,9.5,Partlysunny.
2015-01-10 17:00:00,18.0,68.0,1013.0,12.0,Partlysunny.
2015-01-10 18:00:00,18.0,70.5,1013.0,10.0,Partlysunny.
2015-01-10 19:00:00,18.0,73.0,1013.5,9.5,Overcast.
2015-01-10 20:00:00,18.0,73.0,1014.0,9.0,Overcast.
2015-01-10 21:00:00,17.5,75.0,1014.5,9.0,Passingclouds.
2015-01-10 22:00:00,17.0,83.0,1015.0,9.0,Passingclouds.
2015-01-10 23:00:00,17.0,80.0,1015.0,7.5,Passingclouds.
2015-01-11 00:00:00,18.0,80.5,1014.5,8.5,Passingclouds.
2015-01-11 01:00:00,17.5,88.5,1014.5,11.0,Overcast.
2015-01-11 02:00:00,17.0,97.0,1014.0,8.5,Passingclouds.
2015-01-11 03:00:00,17.0,94.0,1013.5,8.5,Passingclouds.
2015-01-11 04:00:00,17.0,94.0,1013.0,10.5,Overcast.
2015-01-11 05:00:00,17.5,88.0,1014.0,13.5,Overcast.
2015-01-11 06:00:00,17.5,85.5,1014.5,15.5,Passingclouds.
2015-01-11 07:00:00,18.0,83.0,1015.0,11.0,Partlysunny.
2015-01-11 08:00:00,,,,,Clear.
2015-01-11 09:00:00,20.5,71.0,1016.0,16.5,Partlysunny.
2015-01-11 10:00:00,21.5,67.0,1015.0,15.0,Partlysunny.
2015-01-11 11:00:00,22.0,65.0,1015.0,17.0,Brokenclouds.
2015-01-11 12:00:00,23.5,59.0,1015.0,14.5,Brokenclouds.
2015-01-11 13:00:00,24.5,55.5,1014.0,15.5,Partlysunny.
2015-01-11 14:00:00,25.0,54.0,1013.5,13.5,Partlysunny.
2015-01-11 15:00:00,27.0,48.0,1013.0,12.5,Partlysunny.
2015-01-11 16:00:00,27.0,49.5,1012.0,16.0,Partlysunny.
2015-01-11 17:00:00,26.5,49.5,1012.0,19.0,Scatteredclouds.
2015-01-11 18:00:00,25.5,52.5,1012.0,18.0,Passingclouds.
2015-01-11 19:00:00,24.5,55.5,1012.5,16.0,Passingclouds.
2015-01-11 20:00:00,23.0,57.5,1013.0,15.0,Passingclouds.
2015-01-11 21:00:00,21.0,66.5,1014.0,11.5,Passingclouds.
2015-01-11 22:00:00,19.5,71.0,1014.0,8.5,Clear.
2015-01-11 23:00:00,18.0,78.0,1014.0,5.5,Clear.
2015-01-12 00:00:00,17.0,83.0,1014.0,5.5,Clear.
2015-01-12 01:00:00,16.0,88.0,1014.0,8.0,Clear.
2015-01-12 02:00:00,15.5,91.0,1014.0,8.5,Clear.
2015-01-12 03:00:00,15.0,94.0,1013.0,8.0,Clear.
2015-01-12 04:00:00,15.0,94.0,1013.0,7.0,Clear.
2015-01-12 05:00:00,15.0,94.0,1013.5,5.5,Clear.
2015-01-12 06:00:00,15.0,94.0,1014.0,4.0,Passingclouds.
2015-01-12 07:00:00,16.5,88.0,1014.0,6.0,Passingclouds.
2015-01-12 08:00:00,18.5,80.5,1015.0,6.5,Passingclouds.
2015-01-12 09:00:00,21.0,71.0,1014.5,4.0,Sunny.
2015-01-12 10:00:00,23.5,61.0,1014.0,6.0,Passingclouds.
2015-01-12 11:00:00,25.0,54.0,1013.0,6.5,Passingclouds.
2015-01-12 12:00:00,27.5,46.5,1012.5,8.5,Passingclouds.
2015-01-12 13:00:00,28.5,46.5,1011.5,9.0,Passingclouds.
2015-01-12 14:00:00,29.5,41.5,1010.5,13.0,Passingclouds.
2015-01-12 15:00:00,30.0,39.0,1010.0,13.5,Passingclouds.
2015-01-12 16:00:00,30.0,35.5,1009.0,17.0,Passingclouds.
2015-01-12 17:00:00,30.5,31.0,1008.0,17.0,Passingclouds.
2015-01-12 18:00:00,30.5,30.0,1007.0,15.5,Sunny.
2015-01-12 19:00:00,30.0,29.0,1007.0,13.0,Sunny.
2015-01-12 20:00:00,28.0,35.0,1007.0,9.0,Sunny.
2015-01-12 21:00:00,24.5,50.5,1007.5,5.5,Clear.
2015-01-12 22:00:00,23.5,59.0,1008.0,5.5,Clear.
2015-01-12 23:00:00,21.5,71.0,1008.0,8.0,Clear.
2015-01-13 00:00:00,21.0,73.0,1007.5,6.5,Clear.
2015-01-13 01:00:00,20.5,75.5,1007.0,5.0,Clear.
2015-01-13 02:00:00,20.5,75.5,1007.0,0.5,Clear.
2015-01-13 03:00:00,22.5,63.5,1005.5,9.5,Clear.
2015-01-13 04:00:00,24.5,48.5,1005.0,18.5,Clear.
2015-01-13 05:00:00,24.0,48.5,1004.0,19.0,Clear.
2015-01-13 06:00:00,23.0,53.0,1005.0,12.5,Sprinkles.Clear.
2015-01-13 07:00:00,23.0,50.0,1004.5,16.0,Partlysunny.
2015-01-13 08:00:00,22.5,57.0,1004.0,17.5,Partlysunny.
2015-01-13 09:00:00,21.0,71.0,1004.0,12.0,Lightrain.Brokenclouds.
2015-01-13 10:00:00,21.5,69.0,1002.5,12.0,Lightrain.Partlysunny.
2015-01-13 11:00:00,22.5,63.0,1001.5,13.0,Brokenclouds.
2015-01-13 12:00:00,23.0,61.5,1000.0,16.0,Sunny.
2015-01-13 13:00:00,20.0,85.5,999.5,18.0,Heavyrain.Partlysunny.
2015-01-13 14:00:00,20.0,88.0,999.0,17.0,Lightrain.Brokenclouds.
2015-01-13 15:00:00,22.0,78.0,997.5,22.5,Partlysunny.
2015-01-13 16:00:00,24.0,69.0,996.0,23.0,Brokenclouds.
2015-01-13 17:00:00,24.5,67.0,996.0,26.0,Scatteredclouds.
2015-01-13 18:00:00,25.0,65.0,995.0,20.5,Scatteredclouds.
2015-01-13 19:00:00,24.5,71.5,995.0,15.5,Scatteredclouds.
2015-01-13 20:00:00,23.5,76.0,995.0,15.5,Scatteredclouds.
2015-01-13 21:00:00,22.666666666666668,73.66666666666667,995.0,15.333333333333334,Passingclouds.
2015-01-13 22:00:00,22.0,69.0,995.0,17.5,Passingclouds.
2015-01-13 23:00:00,21.5,73.5,995.0,13.0,Partlycloudy.
2015-01-14 00:00:00,21.0,78.0,995.0,9.0,Passingclouds.
2015-01-14 01:00:00,20.5,80.5,995.0,9.5,Partlycloudy.
2015-01-14 02:00:00,20.0,80.5,996.0,11.5,Passingclouds.
2015-01-14 03:00:00,18.5,91.0,996.0,13.0,Sprinkles.Partlycloudy.
2015-01-14 04:00:00,18.0,94.0,996.0,11.0,Partlycloudy.
2015-01-14 05:00:00,18.5,91.0,997.5,13.0,Partlycloudy.
2015-01-14 06:00:00,18.0,97.0,998.5,14.5,Partlycloudy.
2015-01-14 07:00:00,17.5,97.0,1000.5,18.0,Sprinkles.Partlysunny.
2015-01-14 08:00:00,17.5,97.0,1001.0,15.0,Sprinkles.Brokenclouds.
2015-01-14 09:00:00,19.0,88.0,1001.5,16.5,Brokenclouds.
2015-01-14 10:00:00,20.0,78.0,1002.0,18.0,Brokenclouds.
2015-01-14 11:00:00,21.5,67.0,1002.0,23.0,Brokenclouds.
2015-01-14 12:00:00,21.0,66.5,1002.5,22.5,Partlysunny.
2015-01-14 13:00:00,21.5,64.5,1003.0,23.0,Partlysunny.
2015-01-14 14:00:00,22.0,61.0,1003.0,24.0,Partlysunny.
2015-01-14 15:00:00,20.5,62.0,1003.5,24.0,Partlysunny.
2015-01-14 16:00:00,20.5,62.0,1004.0,23.5,Brokenclouds.
2015-01-14 17:00:00,19.5,62.0,1004.5,22.5,Brokenclouds.
2015-01-14 18:00:00,18.0,68.0,1005.5,17.5,Partlysunny.
2015-01-14 19:00:00,18.0,68.0,1006.0,18.0,Overcast.
2015-01-14 20:00:00,17.5,70.5,1006.5,19.0,Brokenclouds.
2015-01-14 21:00:00,17.0,73.0,1007.5,15.5,Passingclouds.
2015-01-14 22:00:00,16.5,78.0,1008.0,13.5,Passingclouds.
2015-01-14 23:00:00,16.0,83.0,1008.0,13.5,Partlycloudy.
2015-01-15 00:00:00,15.0,85.0,1008.0,15.5,Passingclouds.
2015-01-15 01:00:00,15.0,82.0,1008.0,16.0,Passingclouds.
2015-01-15 02:00:00,15.0,79.5,1007.0,15.5,Passingclouds.
2015-01-15 03:00:00,15.0,79.5,1007.0,15.0,Passingclouds.
2015-01-15 04:00:00,15.0,79.5,1007.0,16.5,Passingclouds.
2015-01-15 05:00:00,14.5,82.5,1007.0,17.0,Passingclouds.
2015-01-15 06:00:00,15.0,79.5,1008.0,14.0,Passingclouds.
2015-01-15 07:00:00,15.0,82.0,1008.0,12.5,Partlysunny.
2015-01-15 08:00:00,15.0,82.0,1008.0,12.0,Partlysunny.
2015-01-15 09:00:00,16.0,70.0,1009.0,15.5,Partlysunny.
2015-01-15 10:00:00,17.0,66.0,1009.0,14.5,Partlysunny.
2015-01-15 11:00:00,17.5,68.0,1009.0,17.0,Partlysunny.
2015-01-15 12:00:00,18.0,62.0,1009.0,16.5,Brokenclouds.
2015-01-15 13:00:00,18.5,60.0,1009.0,14.0,Brokenclouds.
2015-01-15 14:00:00,19.0,52.0,1009.0,10.0,Partlysunny.
2015-01-15 15:00:00,19.0,60.0,1008.0,11.5,Brokenclouds.
2015-01-15 16:00:00,19.5,58.0,1008.0,11.0,Brokenclouds.
2015-01-15 17:00:00,18.5,66.0,1008.0,14.5,Brokenclouds.
2015-01-15 18:00:00,18.0,68.0,1008.0,13.5,Partlysunny.
2015-01-15 19:00:00,17.5,70.5,1008.5,14.5,Partlysunny.
2015-01-15 20:00:00,16.5,72.5,1009.5,15.5,Partlysunny.
2015-01-15 21:00:00,16.0,70.0,1010.0,11.5,Partlycloudy.
2015-01-15 22:00:00,15.5,70.0,1011.0,8.5,Passingclouds.
2015-01-15 23:00:00,14.5,74.5,1010.0,6.5,Passingclouds.
2015-01-16 00:00:00,13.0,79.5,1010.0,1.0,Passingclouds.
2015-01-16 01:00:00,11.5,85.0,1009.5,2.5,Passingclouds.
2015-01-16 02:00:00,10.5,91.0,1009.0,6.5,Passingclouds.
2015-01-16 03:00:00,10.5,91.0,1008.0,7.5,Passingclouds.
2015-01-16 04:00:00,10.5,91.0,1008.0,8.5,Passingclouds.
